Sentence,Type,Terjemahan
A number of Breton families were of the highest rank in the new society and were tied to the Normans by marriage.,Kinesthetic,Sejumlah keluarga Breton memiliki kedudukan tertinggi dalam masyarakat baru dan terikat dengan Normandia melalui pernikahan.
"If the teams are tied at the end of the game, play continues for as many ends as may be required to break the tie.",Kinesthetic,"Jika tim-tim tersebut seri pada akhir permainan, permainan dilanjutkan sebanyak mungkin yang diperlukan untuk memutuskan seri tersebut."
Players who have led or been tied for the lead after each round of a major.,Kinesthetic,Pemain yang memimpin atau terikat untuk memimpin setelah setiap putaran mayor.
"The party has said this would be in order to establish full economic independence, rather than being tied to the pound sterling.",Kinesthetic,"Partai tersebut mengatakan hal ini dilakukan untuk membangun kemandirian ekonomi penuh, daripada terikat pada pound sterling."
"However, they are not solely tied to high elevations and can breed in lowlands if the local habitats are suitable.",Kinesthetic,"Namun, mereka tidak hanya tinggal di dataran tinggi dan dapat berkembang biak di dataran rendah jika habitat lokalnya sesuai."
"Men's linen netherhose or under-breeches were still tied at her waist, covering her down to just above the knee.",Kinesthetic,"Netherhose atau celana dalam linen pria masih diikat di pinggangnya, menutupi tubuhnya hingga tepat di atas lutut."
Show More Sentences,Kinesthetic,Tampilkan Lebih Banyak Kalimat
"With this form of nethergarment the stockings are tied just below the knees, and often hanging over the garter like the tops of boots.",Kinesthetic,"Dengan bentuk nethergarment ini, stoking diikat tepat di bawah lutut, dan sering kali digantung di garter seperti bagian atas sepatu bot."
"In addition to upstanding practices, a black market exists for great art, which is closely tied to art theft and art forgery.",Kinesthetic,"Selain praktik-praktik terhormat, terdapat pasar gelap untuk karya seni besar, yang terkait erat dengan pencurian karya seni dan pemalsuan karya seni."
The development of hymn singing in Wales is closely tied with the Welsh Methodist revival of the late 18th century.,Kinesthetic,Perkembangan nyanyian himne di Wales terkait erat dengan kebangkitan Metodis Welsh pada akhir abad ke-18.
Much of the recent economic history of Cape Breton Island can be tied to the coal industry.,Kinesthetic,Sebagian besar sejarah ekonomi Pulau Cape Breton saat ini terkait dengan industri batu bara.
It is juxtaposed with an equally strong sense of national identity tied with the use of the Spanish and French languages among other Basques.,Kinesthetic,Hal ini disandingkan dengan rasa identitas nasional yang sama kuatnya terkait dengan penggunaan bahasa Spanyol dan Perancis di antara bahasa Basque lainnya.
This sense of Basque identity tied to the local language does not exist in isolation.,Kinesthetic,Rasa identitas Basque yang terkait dengan bahasa lokal tidak muncul begitu saja.
Two of the companies are no longer active and the men are no longer tied with the third.,Kinesthetic,Dua dari perusahaan tersebut sudah tidak aktif lagi dan laki-lakinya tidak lagi terikat dengan perusahaan ketiga.
This increase in drug violence became increasingly tied to these ethnic minorities.,Kinesthetic,Meningkatnya kekerasan terhadap narkoba semakin terkait dengan kelompok etnis minoritas ini.
"It takes into account the quality of aid, in addition to the quantity, penalizing countries for tied aid.",Kinesthetic,"Hal ini juga mempertimbangkan kualitas bantuan, selain kuantitas, sehingga memberikan sanksi kepada negara-negara yang memberikan bantuan terikat."
The process by which a country adopts a constitution is closely tied to the historical and political context driving this fundamental change.,Kinesthetic,Proses adopsi konstitusi oleh suatu negara terkait erat dengan konteks sejarah dan politik yang mendorong perubahan mendasar tersebut.
"However, in a vote on 11 May 2016, Jones tied with Plaid Cymru leader Leanne Wood in the vote to elect a First Minister.",Kinesthetic,"Namun, dalam pemungutan suara pada 11 Mei 2016, Jones terikat dengan pemimpin Plaid Cymru Leanne Wood dalam pemungutan suara untuk memilih Menteri Pertama."
"Britain's prestige, security and wealth now seemed safest when tied closely to the continent.",Kinesthetic,"Prestise, keamanan, dan kekayaan Inggris kini tampak paling aman jika dikaitkan erat dengan benua tersebut."
Many of the Allied soldiers were tied up in garrison duties because of the uncertain status and intentions of the Vichy forces.,Kinesthetic,Banyak tentara Sekutu yang terikat tugas garnisun karena ketidakpastian status dan niat pasukan Vichy.
"This was more successful, but escort duty tied the fighters to the bombers' slow speed and made them more vulnerable.",Kinesthetic,"Cara ini lebih berhasil, namun tugas pengawalan mengikat para pejuang dengan kecepatan lambat pembom dan membuat mereka lebih rentan."
"According to various sources, several hundred thousand Greeks died during this period, which was tied in with the Greek Genocide.",Kinesthetic,"Menurut berbagai sumber, beberapa ratus ribu orang Yunani tewas selama periode ini, yang terkait dengan Genosida Yunani."
"They remained tied to the strictures of their religion, caste, and customs, but now with an overlay of British Victorian attitudes.",Kinesthetic,"Mereka tetap terikat pada batasan agama, kasta, dan adat istiadat mereka, tetapi sekarang dengan sikap Victoria Inggris."
The Presbyterian Church in Ireland and the Church of Scotland have been closely tied in the past.,Kinesthetic,Gereja Presbiterian di Irlandia dan Gereja Skotlandia mempunyai hubungan erat di masa lalu.
"Wales and Ireland were also closely tied to Roman Catholicism, but Scotland had been dominated by many pagan religions that the Celts practiced.",Kinesthetic,"Wales dan Irlandia juga terkait erat dengan Katolik Roma, namun Skotlandia didominasi oleh banyak agama pagan yang dianut bangsa Celtic."
Increasingly people have tied their loyalties and even their cultural identity to national teams.,Kinesthetic,Semakin banyak orang yang mengikat loyalitas dan bahkan identitas budaya mereka pada tim nasional.
"Newspapers flourished in the second half of the 19th century, usually tied to one or another political party or trade union.",Kinesthetic,"Surat kabar berkembang pesat pada paruh kedua abad ke-19, biasanya terkait dengan satu atau beberapa partai politik atau serikat buruh."
Show More Sentences,Kinesthetic,Tampilkan Lebih Banyak Kalimat
They finished the season tied in the points and Read was awarded the championship based on elapsed times.,Kinesthetic,Mereka menyelesaikan musim dengan poin yang sama dan Read dianugerahi kejuaraan berdasarkan waktu yang telah berlalu.
"You're a pretty clog to be tied to a man for life, you mewling, white-faced cat!",Kinesthetic,"Kau cukup bodoh untuk terikat dengan seorang pria seumur hidup, dasar kucing berwajah putih yang mengeong!"
"Perry won six matches out of nine, so they finished the year tied at 35 victories each.",Kinesthetic,"Perry memenangkan enam dari sembilan pertandingan, jadi mereka menyelesaikan tahun ini dengan masing-masing 35 kemenangan."
"In the Open Championship, Archie Compston and Ted Ray had tied for second place behind Jim Barnes.",Kinesthetic,"Di Kejuaraan Terbuka, Archie Compston dan Ted Ray berada di posisi kedua di belakang Jim Barnes."
"The winner of each match scores a point for his team, with half a point each for any match that is tied after the 18 holes.",Kinesthetic,"Pemenang setiap pertandingan mencetak satu poin untuk timnya, dengan masing-masing setengah poin untuk setiap pertandingan yang seri setelah 18 lubang."
"Since 1979, Europe has won ten times outright and retained the Cup once in a tied match, with eight American wins over this period.",Kinesthetic,"Sejak 1979, Eropa telah menang sepuluh kali secara langsung dan mempertahankan Piala sekali dalam pertandingan seri, dengan delapan kemenangan Amerika selama periode ini."
"In his first Champions Tour event, he finished tied for 14th in the Senior British Open.",Kinesthetic,"Dalam acara Champions Tour pertamanya, dia finis di urutan ke-14 di Senior British Open."
"Open, a month before his 45th birthday, Faldo finished in a very creditable position of tied for 5th place.",Kinesthetic,"Terbuka, sebulan sebelum ulang tahunnya yang ke-45, Faldo finis di posisi yang sangat patut dipuji yaitu imbang di posisi ke-5."
Strange dropped a shot on the 17th to leave the two rivals tied for the lead on the 18th tee.,Kinesthetic,Strange melepaskan pukulannya pada pukulan ke-17 untuk membuat kedua rivalnya terikat untuk memimpin pada tee ke-18.
"For any match other than the final, if the teams were still tied after extra time, lots would be drawn to determine the winner.",Kinesthetic,"Untuk pertandingan apa pun selain final, jika tim masih seri setelah perpanjangan waktu, undian akan dilakukan untuk menentukan pemenang."
"In the knockout games, if the teams were tied after 90 minutes, 30 minutes of extra time were played.",Kinesthetic,"Dalam pertandingan sistem gugur, jika kedua tim seri setelah 90 menit, perpanjangan waktu dimainkan selama 30 menit."
"England hosted Euro 96 and have qualified for nine UEFA European Championship Finals tournaments, tied for fourth best by number of appearances.",Kinesthetic,"Inggris menjadi tuan rumah Euro 96 dan telah lolos ke sembilan turnamen Final Kejuaraan Eropa UEFA, berada di urutan keempat terbaik berdasarkan jumlah penampilan."
"They are also tied for sixth by number of wins, alongside France and Spain.",Kinesthetic,"Mereka juga berada di peringkat keenam berdasarkan jumlah kemenangan, bersama Prancis dan Spanyol."
"If there is a tie after the regulation number of holes in a professional tournament, a playoff takes place between all tied players.",Kinesthetic,"Jika terjadi seri setelah jumlah hole yang ditentukan dalam turnamen profesional, playoff akan dilakukan antara semua pemain yang seri."
"Many farmers see their fates, in one way or another, as tied to the factory farms and the new megadairies.",Kinesthetic,"Banyak petani melihat nasib mereka, dalam satu atau lain cara, terkait dengan pabrik peternakan dan perusahaan susu besar yang baru."
"Appraisals of Locke have often been tied to appraisals of liberalism in general, and to appraisals of the United States.",Kinesthetic,"Penilaian Locke sering dikaitkan dengan penilaian liberalisme secara umum, dan penilaian terhadap Amerika Serikat."
"Many roasts are tied with string prior to roasting, often using the reef knot or the packer's knot.",Kinesthetic,"Banyak daging panggang diikat dengan tali sebelum dipanggang, sering kali menggunakan simpul karang atau simpul pengepakan."
"The Yeomen Warders and their families live in tied accommodation inside the fortress, paying council taxes and rent.",Kinesthetic,"Para Penjaga Yeomen dan keluarga mereka tinggal di akomodasi terikat di dalam benteng, membayar pajak dewan dan sewa."
"Later descriptions mention that his thick black beard was braided into pigtails, sometimes tied in with small coloured ribbons.",Kinesthetic,"Deskripsi selanjutnya menyebutkan bahwa janggut hitam tebalnya dikepang, terkadang diikat dengan pita kecil berwarna."
This allows room for upright hazels to be tied to ledgers from the inside of the building.,Kinesthetic,Hal ini memberikan ruang bagi hazel tegak untuk diikat ke buku besar dari dalam gedung.
Show More Sentences,Kinesthetic,Tampilkan Lebih Banyak Kalimat
The French terminology is tied closely to the original meanings of the terms.,Kinesthetic,Terminologi Perancis terkait erat dengan arti asli istilah tersebut.
The old Dottorato di ricerca and Diploma di specializzazione are tied to this level.,Kinesthetic,Dottorato di ricerca dan Diploma di specializzazione lama terikat pada level ini.
"In addition to academic degrees, many professional qualifications are tied to the QTI at the different levels.",Kinesthetic,"Selain gelar akademis, banyak kualifikasi profesional yang terkait dengan QTI di berbagai tingkatan."
Other traditions wear robes with cords tied around the waist or even normal street clothes.,Kinesthetic,Tradisi lain mengenakan jubah dengan tali diikatkan di pinggang atau bahkan pakaian jalanan biasa.
"An Irishman, he is said to have floated across to Cornwall after being thrown into the sea tied to a millstone.",Kinesthetic,"Seorang Irlandia, dia dikatakan melayang menyeberang ke Cornwall setelah dilempar ke laut diikat ke batu giling."
Accommodation tied to work is still common practice for those working in restaurants.,Kinesthetic,Akomodasi yang terkait dengan pekerjaan masih merupakan praktik umum bagi mereka yang bekerja di restoran.
"The street section has signals at every set of traffic lights, tied into the road signals to allow tram priority.",Kinesthetic,"Ruas jalan memiliki sinyal di setiap rangkaian lampu lalu lintas, diikatkan ke sinyal jalan raya untuk memungkinkan prioritas trem."
"Because his views of religion were deeply tied to his understanding of nature, the text's theism rested on the argument from design.",Kinesthetic,"Karena pandangannya tentang agama sangat terkait dengan pemahamannya tentang alam, teisme teks tersebut bertumpu pada argumen desain."
"Furthermore, his millennial perspective was closely tied to his optimism regarding scientific progress and the improvement of humanity.",Kinesthetic,"Selain itu, perspektif milenialnya juga erat kaitannya dengan optimismenya terhadap kemajuan ilmu pengetahuan dan kemajuan umat manusia."
The 1844 Bank Charter Act tied the issue of notes to the gold reserves and gave the Bank sole rights with regard to the issue of banknotes.,Kinesthetic,Undang-Undang Piagam Bank tahun 1844 mengikat penerbitan uang kertas dengan cadangan emas dan memberikan hak tunggal kepada Bank sehubungan dengan penerbitan uang kertas.
These currencies and others tied to sterling constituted the sterling area.,Kinesthetic,Mata uang ini dan mata uang lainnya yang terkait dengan sterling merupakan kawasan sterling.
Britain's prestige and security now seemed safest when tied closely to the continent.,Kinesthetic,Prestise dan keamanan Inggris kini tampak paling aman jika dikaitkan erat dengan benua tersebut.
Master would keep this lacerated young woman tied up in this horrid situation four or five hours at a time.,Kinesthetic,Guru akan mengikat wanita muda yang terkoyak ini dalam situasi mengerikan ini empat atau lima jam setiap kalinya.
The Captain. They're going to keelhaul him. They have him tied to the yardarm. The crew have mutinied.,Kinesthetic,Kapten. Mereka akan melakukan keelhaul dia. Mereka mengikatnya di lengan pekarangan. Para kru telah memberontak.
"It was closely tied to the French state, acting as an extension of a government seriously lacking in scientists.",Kinesthetic,"Ia terkait erat dengan negara Perancis, bertindak sebagai perpanjangan tangan dari pemerintahan yang sangat kekurangan ilmuwan."
"Also, he personally feared that the French might attack the Republic through Flanders when its army was tied up in England.",Kinesthetic,"Selain itu, dia secara pribadi khawatir bahwa Prancis akan menyerang Republik melalui Flanders ketika pasukannya terikat di Inggris."
This last proposal was tied to a planned alliance against Spanish control of the Southern Netherlands.,Kinesthetic,Proposal terakhir ini terkait dengan rencana aliansi melawan kendali Spanyol di Belanda Selatan.
"Towns and trade revived, and the rise of a money economy began to weaken the bonds of serfdom that tied peasants to the land.",Kinesthetic,"Kota-kota dan perdagangan bangkit kembali, dan kebangkitan ekonomi uang mulai melemahkan ikatan perbudakan yang mengikat petani pada tanah."
The Marcher Lords were progressively tied to the English kings by the grants of lands and lordships in England.,Kinesthetic,Marcher Lords semakin terikat dengan raja-raja Inggris melalui pemberian tanah dan kekuasaan di Inggris.
Joe and Hoss tied their horses to the hitching post before going into the bank.,Kinesthetic,Joe dan Hoss mengikat kuda mereka ke tiang penyangga sebelum pergi ke bank.
Show More Sentences,Kinesthetic,Tampilkan Lebih Banyak Kalimat
"Should it be desired, however, to run the hackle all over the body, it may be tied on along with the peacock's harls.",Kinesthetic,"Namun, jika diinginkan untuk memasang retasan di seluruh tubuh, retasan tersebut dapat diikat bersama dengan harl merak."
"In these circumstances, part or none of the tied grant-in-kind might be treated by the inclusion approach.",Kinesthetic,"Dalam keadaan seperti ini, sebagian atau tidak sama sekali hibah dalam bentuk barang yang terikat dapat diperlakukan dengan pendekatan inklusi."
"The manat, consisting of 100 gopik, was introduced in 1992 and remains tied to the Russian ruble with widely fluctuating exchange rates.",Kinesthetic,"Manat, yang terdiri dari 100 gopik, diperkenalkan pada tahun 1992 dan tetap terikat pada rubel Rusia dengan nilai tukar yang sangat berfluktuasi."
"One thing I know, not a girlygirl, which would be stupid playing games talking teasing being tied to the junglegym.",Kinesthetic,"Satu hal yang aku tahu, bukan cewek girly yang bodoh main game ngobrol menggoda sambil diikat ke Junglegym."
"It consists of seventy fine spun cotton threads, gimped or tied around with thread by a machine similar to that for wrapping bonnet wire.",Kinesthetic,"Ini terdiri dari tujuh puluh benang katun pintal halus, dipintal atau diikat dengan benang menggunakan mesin yang mirip dengan mesin untuk membungkus kawat kap mesin."
"His hair is tied back with a bit of silver galloon, and he is dressed with panache in a blue velvet jacket, white silk hose, buckled pumps.",Kinesthetic,"Rambutnya diikat ke belakang dengan sedikit galon perak, dan dia mengenakan panache dalam jaket beludru biru, selang sutra putih, dan sepatu pumps."
"If you've also been caught in a traffic jam, you're maybe fit to be tied by the time you get to work.",Kinesthetic,"Jika Anda juga pernah terjebak dalam kemacetan lalu lintas, Anda mungkin akan terikat pada saat Anda berangkat kerja."
"This is an artificial deadlock situation, where the blocker cannot free the blockees, since the blockees have all of the shared servers tied up.",Kinesthetic,"Ini adalah situasi kebuntuan buatan, di mana pemblokir tidak dapat membebaskan orang yang diblokir, karena semua server bersama terikat pada orang yang diblokir."
I can lick a whole regiment of them beerheads with one hand tied behind me an' my feet in a sack.,Kinesthetic,Aku bisa menjilat seluruh kelompok kepala bir itu dengan satu tangan terikat di belakangku dan kakiku di dalam karung.
"They would end up tied but, Hailwood took the crown due to having five wins to Read's four.",Kinesthetic,"Mereka akan berakhir seri tetapi, Hailwood mengambil mahkota karena memiliki lima kemenangan dan empat kemenangan Read."
"His father, Raymond King, was a dairyman, and the family lived in a tied dairy house.",Kinesthetic,"Ayahnya, Raymond King, adalah seorang peternak sapi perah, dan keluarganya tinggal di sebuah peternakan sapi perah."
Ligan or lagan are goods left in the sea on the wreck or tied to a buoy so that they can be recovered later by the owners.,Kinesthetic,Ligan atau lagan adalah barang yang tertinggal di laut pada saat kapal karam atau diikatkan pada pelampung agar nantinya dapat diambil kembali oleh pemiliknya.
Several islands tied together by bars which rise above the water level are called a tombolo cluster.,Kinesthetic,Beberapa pulau yang diikat menjadi satu oleh jeruji yang menjulang di atas permukaan air disebut gugus tombolo.
"He showed no anxiety over his imminent demise, but rather tied his own noose and lectured the hangman about the proper way to tie the knot.",Kinesthetic,"Dia tidak menunjukkan rasa cemas atas kematiannya yang akan segera terjadi, namun dia malah mengikat tali pengikatnya sendiri dan menceramahi algojo tentang cara yang tepat untuk mengikat ikatan tersebut."
Inuit religion was closely tied to a system of rituals integrated into the daily life of the people.,Kinesthetic,Agama Inuit terkait erat dengan sistem ritual yang diintegrasikan ke dalam kehidupan sehari-hari masyarakat.
"All of the sailors had their ears plugged up with beeswax, except for Odysseus, who was tied to the mast as he wanted to hear the song.",Kinesthetic,"Semua pelaut menutup telinga mereka dengan lilin lebah, kecuali Odysseus, yang diikat ke tiang kapal karena ingin mendengarkan lagu tersebut."
Nilsson concluded that all great classical Greek myths were tied to Mycenaen centres and anchored in prehistoric times.,Kinesthetic,Nilsson menyimpulkan bahwa semua mitos besar Yunani klasik terkait dengan pusat Mycenaen dan berlabuh pada zaman prasejarah.
The Connection's Constitutional Deed was formally completed in 1826 and tied all its property to the ascension to its Confession of Faith.,Kinesthetic,Akta Konstitusional Connection secara resmi diselesaikan pada tahun 1826 dan mengikat semua propertinya dengan kenaikan Pengakuan Imannya.
"The Yurok tribe believed that Fox, in anger, captured the sun, and tied him to a hill, causing him to burn a great hole in the ground.",Kinesthetic,"Suku Yurok percaya bahwa Rubah, dalam kemarahannya, menangkap matahari, dan mengikatnya ke sebuah bukit, menyebabkan dia membuat lubang besar di tanah."
"On another occasion, Baker tied a tourniquet around a friend's finger after the friend had been bitten by a water moccasin.",Kinesthetic,"Pada kesempatan lain, Baker mengikatkan tourniquet di jari temannya setelah temannya digigit sepatu air."
Show More Sentences,Kinesthetic,Tampilkan Lebih Banyak Kalimat
Most of these grant programs are so tied to a federal need that cutting the program would just Balkanize necessary services.,Kinesthetic,Sebagian besar program hibah ini sangat terkait dengan kebutuhan federal sehingga penghentian program hanya akan membuat layanan yang diperlukan menjadi Balkanisasi.
"Mrs Stahlbaum, a much more zaftig figure than the Housekeeper, wears a strawberry blonde wig with bangs, her hair tied back in a bun.",Kinesthetic,"Nyonya Stahlbaum, sosok yang jauh lebih zaftig daripada Pengurus Rumah Tangga, mengenakan wig pirang stroberi dengan poni, rambutnya diikat ke belakang menjadi sanggul."
"The newspaper was enclosed in an ungummed wrapper, tied round with a piece of string.",Kinesthetic,"Koran itu dibungkus dalam bungkus yang tidak diberi ikatan, diikat dengan seutas tali."
"AoShe is tied up, disabled and disfigured woman hardly able to move the wheel chair given to her by the cartel of conspirators and abdicators.",Kinesthetic,"AoShe diikat, wanita cacat dan cacat hampir tidak mampu menggerakkan kursi roda yang diberikan kepadanya oleh kartel konspirator dan penculik."
Twill tape at the four corners ties the enclosure to stout sticks stuck in the ground or to sticks tied to the corners of a cot.,Kinesthetic,Pita kepar di keempat sudutnya mengikat kandang ke tongkat kokoh yang tertancap di tanah atau ke tongkat yang diikatkan ke sudut dipan.
From within he took several sheets of paper tied together with a green treasury tag.,Kinesthetic,Dari dalam dia mengambil beberapa lembar kertas yang diikat dengan label perbendaharaan berwarna hijau.
The robbers tied up the bank employees before forcing a way into the vault.,Kinesthetic,Para perampok mengikat pegawai bank sebelum memaksa masuk ke brankas.
"After the 20-year-old mechanic tied the knot with his 18-year-old cousin, the newlyweds headed to Baghdad's Ishtar Hotel.",Kinesthetic,"Setelah mekanik berusia 20 tahun itu menikah dengan sepupunya yang berusia 18 tahun, pengantin baru itu menuju ke Hotel Ishtar di Baghdad."
"Traditionally, the vast majority of public houses were owned or controlled as brewers' tied estates, usually operated on a regional basis.",Kinesthetic,"Secara tradisional, sebagian besar rumah umum dimiliki atau dikendalikan sebagai perkebunan terikat oleh pembuat bir, biasanya dioperasikan secara regional."
"It is financially too tied to West Germany to exist by itself, he explained.",Kinesthetic,"Secara finansial mereka terlalu terikat dengan Jerman Barat untuk berdiri sendiri, jelasnya."
"Should the score in the tiebreak become tied at 6 points all, play must continue until one player has a two point advantage.",Kinesthetic,"Jika skor pada tiebreak sama dengan 6 poin, permainan harus dilanjutkan sampai salah satu pemain memiliki keunggulan dua poin."
"He tried to glare threateningly, but how much of a threat can you be when you are naked AND tied to a bed?",Kinesthetic,"Dia mencoba melotot mengancam, tapi seberapa besar ancaman yang kamu dapat ketika kamu telanjang DAN terikat di tempat tidur?"
"The load may be tarped for serious white water, but tarped or not, everything should be tied securely in case of capsize.",Kinesthetic,"Muatannya mungkin terpal untuk air putih yang serius, tetapi terpal atau tidak, semuanya harus diikat dengan aman jika terjadi terbalik."
He climbed from the skiff and tied up at a stob and labored up the thick grassless bank toward the arches where the bridge went to earth.,Kinesthetic,"Dia turun dari perahu dan mengikatnya pada sebuah tiang, lalu berjalan menyusuri tepian sungai yang tebal dan tidak berumput menuju lengkungan tempat jembatan itu mengarah ke tanah."
"The caliga was a military shoe, with a very thick sole, tied above the instep.",Kinesthetic,"Caliga adalah sepatu militer, dengan sol yang sangat tebal, diikatkan di atas punggung kaki."
The notion of the smaller or sociocosmic universe is integrally tied to the Puranic notion of dharma.,Kinesthetic,Gagasan tentang alam semesta yang lebih kecil atau sosiokosmik secara integral terkait dengan gagasan Purana tentang dharma.
"Again, the snuggers can be tied to the cannula and the cannula fixed to the skin edge to prevent displacement.",Kinesthetic,"Sekali lagi, snugger dapat diikat ke kanula dan kanula dipasang pada tepi kulit untuk mencegah perpindahan."
"There was no camp, bedroll, or fire and no other sign of a man, just the saddled horse with saddlebags and packs tied on behind it.",Kinesthetic,"Tidak ada kemah, kasur lipat, atau api, dan tidak ada tanda-tanda manusia lainnya, yang ada hanyalah kuda yang dibebani dengan tas pelana dan ransel diikat di belakangnya."
The adscription system tied rural laborers to their place of birth and required them to rent farms on the estates.,Kinesthetic,Sistem ini mengikat pekerja pedesaan dengan tempat kelahirannya dan mengharuskan mereka menyewa lahan pertanian di perkebunan.
"This phenomenon of commuting brought explosive growth to Surrey's population and wealth, and tied its economy and society inextricably to London.",Kinesthetic,"Fenomena perjalanan pulang pergi ini membawa pertumbuhan pesat pada populasi dan kekayaan Surrey, serta mengikat perekonomian dan masyarakatnya dengan London."
Show More Sentences,Kinesthetic,Tampilkan Lebih Banyak Kalimat
"Many of the species only occur on upland moorland, tied to features unique to the habitat.",Kinesthetic,"Banyak dari spesies ini hanya hidup di tegalan dataran tinggi, dan terikat pada ciri-ciri unik habitatnya."
"The mill had its health and safety issues, there was a reason why the women tied their hair back with scarves.",Kinesthetic,"Pabrik tersebut memiliki masalah kesehatan dan keselamatan, ada alasan mengapa para perempuan mengikat rambut mereka ke belakang dengan syal."
"A long chain was tied between Phoenix on the northern track, and the three remaining carriages of the Duke's train on the southern track.",Kinesthetic,"Sebuah rantai panjang diikatkan antara Phoenix di jalur utara, dan tiga gerbong kereta Duke yang tersisa di jalur selatan."
"In this period, the global financial system was mainly tied to the gold standard.",Kinesthetic,"Pada periode ini, sistem keuangan global sebagian besar terikat pada standar emas."
"The entitlement to civil and political rights, such as the right to vote, was tied to the question of property in both revolutions.",Kinesthetic,"Hak atas hak-hak sipil dan politik, seperti hak untuk memilih, terkait dengan persoalan properti dalam kedua revolusi tersebut."
The cockatoo was tied with dunny chain to the outside rear-vision mirror from which perch it shrieked and wailed and attacked its own reflection.,Kinesthetic,Kakatua itu diikat dengan rantai dunny ke kaca spion luar tempat bertenggernya ia memekik dan meratap serta menyerang bayangannya sendiri.
We had a tied vote and he was brought to the House in an ambulance having suffered a severe heart attack.,Kinesthetic,Kami memiliki suara yang imbang dan dia dibawa ke DPR dengan ambulans karena menderita serangan jantung parah.
"I got completely rat-arsed last night, and ended up tied naked to a lamp post. I'm not going to do that again.",Kinesthetic,"Aku benar-benar kena tikus tadi malam, dan akhirnya diikat telanjang di tiang lampu. Saya tidak akan melakukannya lagi."
"Musical languages from the Renaissance were tied up with mysticism, magic and alchemy, sometimes also referred to as the language of the birds.",Kinesthetic,"Bahasa musik dari zaman Renaisans dikaitkan dengan mistisisme, sihir, dan alkimia, terkadang juga disebut sebagai bahasa burung."
"Church and various private properties were tied to military service, although there was no knight tenure within the city itself.",Kinesthetic,"Gereja dan berbagai properti pribadi terikat pada dinas militer, meskipun tidak ada masa jabatan ksatria di kota itu sendiri."
From 1673 to 1683 Manchu forces were tied up suppressing a rebellion in the south.,Kinesthetic,Dari tahun 1673 hingga 1683 pasukan Manchu terikat untuk menumpas pemberontakan di selatan.
"His cavalry could move quickly in any direction, while the Cossacks were tied to their rafts, which were laden with all their supplies.",Kinesthetic,"Kavalerinya bisa bergerak cepat ke segala arah, sementara Cossack diikat ke rakit mereka, yang sarat dengan semua perbekalan."
Peasants were tied to the land and townsmen were forced to take on their fathers' occupations.,Kinesthetic,Para petani terikat pada tanah dan warga kota terpaksa mengambil alih pekerjaan ayah mereka.
"The locals were captured, tied together, and forced to carry the heavy loads belonging to the conquistadors.",Kinesthetic,"Penduduk setempat ditangkap, diikat, dan dipaksa memikul beban berat milik para penakluk."
"The power, political and economic, of the pochteca was strongly tied to the political and military power of the Aztec nobility and state.",Kinesthetic,"Kekuasaan, politik dan ekonomi, pochteca sangat terkait dengan kekuatan politik dan militer bangsawan dan negara Aztec."
"The Maya interpretation of deities was intrinsically tied to the calendar, astronomy, and their cosmovision.",Kinesthetic,"Penafsiran Maya tentang dewa secara intrinsik terkait dengan kalender, astronomi, dan kosmovisi mereka."
"The Maya calendar was intrinsically tied to Maya ritual, and it was central to Maya religious practices.",Kinesthetic,"Kalender Maya secara intrinsik terkait dengan ritual Maya, dan merupakan inti dari praktik keagamaan Maya."
"We are tied on never smoking a cigarette, but I trump him in drug taking because I had a really intense potbrownie experience.",Kinesthetic,"Kami terikat untuk tidak pernah merokok, tapi saya mengalahkan dia dalam penggunaan narkoba karena saya memiliki pengalaman pot brownies yang sangat intens."
Namibia's economy is tied closely to South Africa's due to their shared history.,Kinesthetic,Perekonomian Namibia terkait erat dengan Afrika Selatan karena kesamaan sejarah.
Kublai's actions were condemned by traditionalists and his critics still accused him of being too closely tied to Chinese culture.,Kinesthetic,Tindakan Kubilai dikutuk oleh kaum tradisionalis dan para pengkritiknya masih menuduhnya terlalu terikat dengan budaya Tiongkok.
"For the first half-hour they'd barraged him with questions, but now they seemed content to just try and get some sleep.",Kinesthetic,"Selama setengah jam pertama mereka menghujaninya dengan berbagai pertanyaan, namun kini mereka tampak puas hanya mencoba dan tidur."
He licked rainwater from his clothes to quench his raging thirst and jangled his keys to try to attract attention.,Kinesthetic,Dia menjilat air hujan dari pakaiannya untuk menghilangkan rasa hausnya dan menggemerincingkan kuncinya untuk mencoba menarik perhatian.
I open the box of matzos and break off pieces to eat while we try to figure out the difference between regular cooking time and microwave time.,Kinesthetic,Saya membuka kotak matzos dan memotong-motongnya untuk dimakan sementara kami mencoba mencari tahu perbedaan antara waktu memasak biasa dan waktu microwave.
I actually make lists of things she likes done and try to commit them to memory because none of it is second nature to me.,Kinesthetic,Saya sebenarnya membuat daftar hal-hal yang dia suka lakukan dan mencoba mengingatnya karena tidak ada satupun yang merupakan kebiasaan saya.
"Corks put the Falcon in a barrel roll to try and shake the target lock, but failed.",Kinesthetic,"Corks memasukkan Falcon ke dalam gulungan barel untuk mencoba mengguncang kunci target, tetapi gagal."
"Academics and poverty mavens know this to be the case, though they try to soften the harshness of its implications.",Kinesthetic,"Para akademisi dan pakar kemiskinan mengetahui hal ini, meskipun mereka mencoba untuk melunakkan dampak buruknya."
So I think Maddy should try out for the first if not second string receiver.,Kinesthetic,Jadi menurut saya Maddy harus mencoba penerima string pertama atau kedua.
